Time(s),Node 1,Node 2,Node 3,Node 49,Node 50 (Center),Node 51,Node 98 (Third Last),Node 99 (Second Last),Node 100 (Last)
4150.0,189.6,392.36,617.44,1000.0,1000.0,1000.0,617.44,392.36,189.6
4200.0,188.44,389.41,612.63,1000.0,1000.0,1000.0,612.63,389.41,188.44
4250.0,187.32,386.56,608.06,1000.0,1000.0,1000.0,608.06,386.56,187.32
4300.0,186.23,383.8,603.69,1000.0,1000.0,1000.0,603.69,383.8,186.23
4350.0,185.17,381.14,599.51,1000.0,1000.0,1000.0,599.51,381.14,185.17
4400.0,184.15,378.58,595.51,1000.0,1000.0,1000.0,595.51,378.58,184.15
4450.0,183.16,376.12,591.67,1000.0,1000.0,1000.0,591.67,376.12,183.16
4500.0,182.21,373.74,587.98,1000.0,1000.0,1000.0,587.98,373.74,182.21
4550.0,181.29,371.45,584.43,1000.0,1000.0,1000.0,584.43,371.45,181.29
4600.0,180.39,369.25,581.0,1000.0,1000.0,1000.0,581.0,369.25,180.39
4650.0,179.54,367.12,577.69,1000.0,1000.0,1000.0,577.69,367.12,179.54
4700.0,178.71,365.07,574.48,1000.0,1000.0,1000.0,574.48,365.07,178.71
4750.0,177.9,363.1,571.38,1000.0,1000.0,1000.0,571.38,363.1,177.9
4800.0,177.13,361.19,568.37,1000.0,1000.0,1000.0,568.37,361.19,177.13
4850.0,176.38,359.34,565.48,1000.0,1000.0,1000.0,565.48,359.34,176.38
4900.0,175.65,357.56,562.72,1000.0,1000.0,1000.0,562.72,357.56,175.65
4950.0,174.95,355.84,560.06,1000.0,1000.0,1000.0,560.06,355.84,174.95
5000.0,174.27,354.19,557.5,1000.0,1000.0,1000.0,557.5,354.19,174.27
5050.0,173.62,352.59,555.04,1000.0,1000.0,1000.0,555.04,352.59,173.62
5100.0,172.99,351.05,552.66,1000.0,1000.0,1000.0,552.66,351.05,172.99
5150.0,172.38,349.57,550.37,1000.0,1000.0,1000.0,550.37,349.57,172.38
5200.0,171.79,348.14,548.15,1000.0,1000.0,1000.0,548.15,348.14,171.79
5250.0,171.22,346.75,546.0,1000.0,1000.0,1000.0,546.0,346.75,171.22
5300.0,170.67,345.42,543.91,1000.0,1000.0,1000.0,543.91,345.42,170.67
5350.0,170.14,344.13,541.89,1000.0,1000.0,1000.0,541.89,344.13,170.14
5400.0,169.63,342.88,539.92,1000.0,1000.0,1000.0,539.92,342.88,169.63
5450.0,169.13,341.67,538.01,1000.0,1000.0,1000.0,538.01,341.67,169.13
5500.0,168.65,340.5,536.15,1000.0,1000.0,1000.0,536.15,340.5,168.65
5550.0,168.18,339.36,534.34,1000.0,1000.0,1000.0,534.34,339.36,168.18
5600.0,167.72,338.26,532.57,1000.0,1000.0,1000.0,532.57,338.26,167.72
5650.0,167.28,337.19,530.85,1000.0,1000.0,1000.0,530.85,337.19,167.28
5700.0,166.85,336.15,529.16,1000.0,1000.0,1000.0,529.16,336.15,166.85
5750.0,166.44,335.13,527.51,1000.0,1000.0,1000.0,527.51,335.13,166.44
5800.0,166.03,334.14,525.9,1000.0,1000.0,1000.0,525.9,334.14,166.03
5850.0,165.63,333.18,524.32,1000.0,1000.0,1000.0,524.32,333.18,165.63
5900.0,165.25,332.24,522.78,1000.0,1000.0,1000.0,522.78,332.24,165.25
5950.0,164.87,331.32,521.26,1000.0,1000.0,1000.0,521.26,331.32,164.87
6000.0,164.5,330.43,519.78,1000.0,1000.0,1000.0,519.78,330.43,164.5
6050.0,164.14,329.55,518.26,1000.0,1000.0,1000.0,518.26,329.55,164.14
6100.0,163.79,328.67,516.6,1000.0,1000.0,1000.0,516.6,328.67,163.79
6150.0,163.43,327.79,514.83,1000.0,1000.0,1000.0,514.83,327.79,163.43
6200.0,163.08,326.89,512.98,1000.0,1000.0,1000.0,512.98,326.89,163.08
6250.0,162.72,325.97,511.06,1000.0,1000.0,1000.0,511.06,325.97,162.72
6300.0,162.35,325.03,509.1,1000.0,1000.0,1000.0,509.1,325.03,162.35
6350.0,161.98,324.06,507.11,1000.0,1000.0,1000.0,507.11,324.06,161.98
6400.0,161.59,323.08,505.1,1000.0,1000.0,1000.0,505.1,323.08,161.59
6450.0,161.2,322.08,503.08,1000.0,1000.0,1000.0,503.08,322.08,161.2
6500.0,160.8,321.06,501.06,1000.0,1000.0,1000.0,501.06,321.06,160.8
6550.0,160.39,320.03,499.05,1000.0,1000.0,1000.0,499.05,320.03,160.39
6600.0,159.98,318.99,497.01,1000.0,1000.0,1000.0,497.01,318.99,159.98
6650.0,159.56,317.93,494.85,1000.0,1000.0,1000.0,494.85,317.93,159.56
6700.0,159.13,316.84,492.61,1000.0,1000.0,1000.0,492.61,316.84,159.13
6750.0,158.7,315.73,490.26,1000.0,1000.0,1000.0,490.26,315.73,158.7
6800.0,158.25,314.57,487.84,1000.0,1000.0,1000.0,487.84,314.57,158.25
6850.0,157.79,313.39,485.43,1000.0,1000.0,1000.0,485.43,313.39,157.79
6900.0,157.31,312.19,483.05,1000.0,1000.0,1000.0,483.05,312.19,157.31
6950.0,156.83,310.97,480.7,1000.0,1000.0,1000.0,480.7,310.97,156.83
7000.0,156.34,309.74,478.38,1000.0,1000.0,1000.0,478.38,309.74,156.34
7050.0,155.84,308.5,476.11,1000.0,1000.0,1000.0,476.11,308.5,155.84
7100.0,155.34,307.26,473.88,1000.0,1000.0,1000.0,473.88,307.26,155.34
7150.0,154.84,306.03,471.7,1000.0,1000.0,1000.0,471.7,306.03,154.84
7200.0,154.34,304.8,469.56,1000.0,1000.0,1000.0,469.56,304.8,154.34
7250.0,153.84,303.59,467.46,1000.0,1000.0,1000.0,467.46,303.59,153.84
7300.0,153.34,302.39,465.42,1000.0,1000.0,1000.0,465.42,302.39,153.34
7350.0,152.85,301.2,463.42,1000.0,1000.0,1000.0,463.42,301.2,152.85
7400.0,152.37,300.03,461.46,1000.0,1000.0,1000.0,461.46,300.03,152.37
7450.0,151.88,298.87,459.54,1000.0,1000.0,1000.0,459.54,298.87,151.88
7500.0,151.41,297.74,457.67,1000.0,1000.0,1000.0,457.67,297.74,151.41
7550.0,150.94,296.63,455.84,1000.0,1000.0,1000.0,455.84,296.63,150.94
7600.0,150.48,295.53,454.05,1000.0,1000.0,1000.0,454.05,295.53,150.48
7650.0,150.03,294.45,452.3,1000.0,1000.0,1000.0,452.3,294.45,150.03
7700.0,149.59,293.4,450.59,1000.0,1000.0,1000.0,450.59,293.4,149.59
7750.0,149.15,292.36,448.91,1000.0,1000.0,1000.0,448.91,292.36,149.15
7800.0,148.72,291.35,447.27,1000.0,1000.0,1000.0,447.27,291.35,148.72
7850.0,148.3,290.35,445.67,1000.0,1000.0,1000.0,445.67,290.35,148.3
7900.0,147.89,289.38,444.1,1000.0,1000.0,1000.0,444.1,289.38,147.89
7950.0,147.49,288.42,442.57,1000.0,1000.0,1000.0,442.57,288.42,147.49
8000.0,147.09,287.49,441.07,1000.0,1000.0,1000.0,441.07,287.49,147.09
8050.0,146.7,286.57,439.61,1000.0,1000.0,1000.0,439.61,286.57,146.7
8100.0,146.32,285.67,438.19,1000.0,1000.0,1000.0,438.19,285.67,146.32
8150.0,145.95,284.8,436.79,1000.0,1000.0,1000.0,436.79,284.8,145.95
8200.0,145.58,283.94,435.43,1000.0,1000.0,1000.0,435.43,283.94,145.58
8250.0,145.22,283.1,434.1,1000.0,1000.0,1000.0,434.1,283.1,145.22
8300.0,144.87,282.28,432.8,1000.0,1000.0,1000.0,432.8,282.28,144.87
8350.0,144.53,281.48,431.53,1000.0,1000.0,1000.0,431.53,281.48,144.53
8400.0,144.2,280.69,430.29,1000.0,1000.0,1000.0,430.29,280.69,144.2
8450.0,143.87,279.92,429.07,1000.0,1000.0,1000.0,429.07,279.92,143.87
8500.0,143.55,279.17,427.88,1000.0,1000.0,1000.0,427.88,279.17,143.55
8550.0,143.23,278.44,426.72,1000.0,1000.0,1000.0,426.72,278.44,143.23
8600.0,142.92,277.72,425.58,1000.0,1000.0,1000.0,425.58,277.72,142.92
8650.0,142.62,277.02,424.46,1000.0,1000.0,1000.0,424.46,277.02,142.62
8700.0,142.33,276.33,423.37,1000.0,1000.0,1000.0,423.37,276.33,142.33
8750.0,142.04,275.65,422.3,1000.0,1000.0,1000.0,422.3,275.65,142.04
8800.0,141.76,274.99,421.25,1000.0,1000.0,1000.0,421.25,274.99,141.76
8850.0,141.48,274.34,420.22,1000.0,1000.0,1000.0,420.22,274.34,141.48
8900.0,141.21,273.71,419.21,1000.0,1000.0,1000.0,419.21,273.71,141.21
8950.0,140.94,273.09,418.22,1000.0,1000.0,1000.0,418.22,273.09,140.94
9000.0,140.68,272.48,417.24,1000.0,1000.0,1000.0,417.24,272.48,140.68
9050.0,140.42,271.88,416.28,1000.0,1000.0,1000.0,416.28,271.88,140.42
9100.0,140.17,271.29,415.35,1000.0,1000.0,1000.0,415.35,271.29,140.17
9150.0,139.92,270.72,414.42,1000.0,1000.0,1000.0,414.42,270.72,139.92
9200.0,139.68,270.15,413.51,1000.0,1000.0,1000.0,413.51,270.15,139.68
9250.0,139.44,269.6,412.62,1000.0,1000.0,1000.0,412.62,269.6,139.44
9300.0,139.21,269.05,411.74,1000.0,1000.0,1000.0,411.74,269.05,139.21
9350.0,138.98,268.51,410.88,1000.0,1000.0,1000.0,410.88,268.51,138.98
9400.0,138.75,267.99,410.03,1000.0,1000.0,1000.0,410.03,267.99,138.75
9450.0,138.53,267.47,409.19,1000.0,1000.0,1000.0,409.19,267.47,138.53
9500.0,138.31,266.96,408.37,1000.0,1000.0,1000.0,408.37,266.96,138.31
9550.0,138.1,266.46,407.55,1000.0,1000.0,1000.0,407.55,266.46,138.1
9600.0,137.89,265.96,406.74,1000.0,1000.0,1000.0,406.74,265.96,137.89
9650.0,137.68,265.47,405.93,1000.0,1000.0,1000.0,405.93,265.47,137.68
9700.0,137.47,264.99,405.11,1000.0,1000.0,1000.0,405.11,264.99,137.47
9750.0,137.27,264.51,404.28,1000.0,1000.0,1000.0,404.28,264.51,137.27
9800.0,137.06,264.03,403.44,1000.0,1000.0,1000.0,403.44,264.03,137.06
9850.0,136.86,263.54,402.58,1000.0,1000.0,1000.0,402.58,263.54,136.86
9900.0,136.65,263.06,401.7,1000.0,1000.0,1000.0,401.7,263.06,136.65
9950.0,136.45,262.57,400.82,1000.0,1000.0,1000.0,400.82,262.57,136.45
10000.0,136.24,262.07,399.92,1000.0,1000.0,1000.0,399.92,262.07,136.24
